Station_Name,Longitude,Latitude,Street_Address
My Place Hotel St. George - Tesla Destination,-113.578135,37.080057,1644 S 270 E
Inn at Entrada - Tesla Destination,-113.63848,37.156948,2588 W Sinagua Trl
Broken Spur Inn & Steakhouse - Tesla Destination,-111.400314,38.299236,955 E State Rte 24
Bryce Canyon Inn & Bryce Canyon Coffee Company - Tesla Destination,-112.081594,37.62506,21 N Main St
The Martha Washington Inn & Spa - Tesla Destination,-81.975349,36.709522,150 W Main St
Afton Mountain Bed & Breakfast - Tesla Destination,-78.840003,37.982788,10273 Rockfish Valley Hwy
Kimpton Morrison House - Tesla Destination,-77.049018,38.804629,116 S Alfred St
Kimpton Lorien Hotel & Spa - Tesla Destination,-77.057001,38.806238,1600 King St
Hilton Alexandria Old Town - Tesla Destination,-77.059544,38.806838,1767 King St
"The Alexandrian, Autograph Collection - Tesla Destination",-77.044205,38.804558,480 King St
Sheraton Suites Old Town Alexandria - Tesla Destination,-77.043915,38.812849,801 N St Asaph St
E&S Mart's Two Sisters Tap Room and Deli - Tesla Destination,-79.284575,37.131291,2181 Lynch Mill Rd
E&S Marts Two Sisters Tap Room and Deli - Tesla Destination,-79.284575,37.131291,2181 Lynch Mill Rd
The Ritz-Carlton Pentagon City - Tesla Destination,-77.060565,38.862446,1250 S Hayes St
2311 Wilson Blvd - Tesla Destination,-77.086711,38.891098,2311 Wilson Blvd
Renaissance Arlington Capital View Hotel - Tesla Destination,-77.05113,38.84766,2800 S Potomac Ave
Bedford Welcome Center - Tesla Destination,-79.531793,37.325321,816 Burks Hill Rd
Peaks of Otter Lodge - Tesla Destination,-79.604532,37.448103,85554 Blue Ridge Pkwy
Courtyard Blacksburg - Tesla Destination,-80.401173,37.199289,105 Southpark Dr
The Grey Swan Inn Bed and Breakfast - Tesla Destination,-78.000778,37.073889,615 S Main St
"L'Auberge Provencale, a Select Registry Property - Tesla Destination",-78.093152,39.070732,13630 Lord Fairfax Hwy
"LAuberge Provencale, a Select Registry Property - Tesla Destination",-78.093152,39.070732,13630 Lord Fairfax Hwy
Pearmund Cellars - Tesla Destination,-77.739199,38.784327,6190  Georgetown Rd
Graduate Charlottesville - Tesla Destination,-78.498465,38.033759,1309 W Main St
Boar's Head Inn - Tesla Destination,-78.541985,38.048554,200  Ednam Dr
Hyatt Place Charlottesville - Tesla Destination,-78.49355,38.066512,2100 Bond St
"Foxfield Inn, a Select Registry Property - Tesla Destination",-78.565905,38.103524,2280 Garth Rd
The Flats at West Village - Tesla Destination,-78.493415,38.031853,852 W Main Street
Hyatt Place Richmond / Chester - Tesla Destination,-77.343141,37.34701,13148 Kingston Ave
Refuge Inn - Tesla Destination,-75.354117,37.924428,7058 Maddox Blvd
Holiday Inn Christiansburg - Tesla Destination,-80.427109,37.162259,99 Bradley Drive
Hill Crest Mansion Inn - Tesla Destination,-79.829408,37.826228,1100 McCormick Blvd
The Boathouse Marina - Tesla Destination,-76.962341,38.240662,829 Robin Grove Ln
Pro Re Nata Brewery - Tesla Destination,-78.713843,38.048401,6135  Rockfish Gap Turnpike
DuCard Vineyards - Tesla Destination,-78.303804,38.514428,40 Gibson Hollow Ln
SpringHill Suites Fairfax Fair Oaks - Tesla Destination,-77.338684,38.853515,11191 Waples Mill Rd
Hotel Floyd - Tesla Destination,-80.318421,36.910204,300  Rick Lewis Way
Riverton Commons Shopping Center - Tesla Destination,-78.18774,38.96171,10 Riverton Commons Dr
Comfort Suites At Virginia Center Commons - Tesla Destination,-77.450629,37.673852,10601 Telegraph Rd
Candlewood Suites Richmond North-Glen Allen - Tesla Destination,-77.449584,37.674682,10609 Telegraph Rd
By the Side of the Road Inn & Cottages - Tesla Destination,-78.903977,38.451719,491 Garbers Church Rd
Microtel Inn & Suites by Wyndham Harrisonburg - Tesla Destination,-78.907409,38.405517,85  Pleasant Valley Rd
Downtown Hopewell Virginia - Tesla Destination,-77.286172,37.305847,220 Appomattox St
The Boathouse at City Point - Tesla Destination,-77.294712,37.309142,701 W Randolph Rd
The Tides Inn - Tesla Destination,-76.427731,37.664107,480 King Carter Dr
Keswick Hall & Golf Club - Tesla Destination,-78.366846,38.016529,701 Club Dr
Lansdowne Resort - Tesla Destination,-77.475708,39.083511,44050 Woodridge Pkwy
Best Western Leesburg Hotel & Conference Center - Tesla Destination,-77.545776,39.106506,726 E Market St
Best Western Plus Inn at Hunt Ridge - Tesla Destination,-79.415862,37.8044,25 Willow Springs Rd
Comfort Inn Virginia Horse Center - Tesla Destination,-79.417954,37.801536,62 Comfort Wy
Brierley Hill Bed and Breakfast - Tesla Destination,-79.468386,37.796036,985 Borden Rd
Prospect Hill Plantation Inn - Tesla Destination,-78.165492,37.992137,2887 Poindexter Rd
The Mimslyn Inn - Tesla Destination,-78.466708,38.664439,401  W Main St
Shenandoah National Park - Skyland Resort - Tesla Destination,-78.38108,38.592057,- Skyland Upper Loop Mile 41
Craddock Terry Hotel - Tesla Destination,-79.138106,37.411965,1312 Commerce St
Courtyard by Marriott Liberty University/Lynchburg - Tesla Destination,-79.17337,37.368828,4640 Murray Pl
Kinloch Golf Club - Tesla Destination,-77.688329,37.637655,100  Kinloch Ln
Field & Main Restaurant - Tesla Destination,-77.857529,38.864765,8369 W Main St
"The Ritz-Carlton, Tysons Corner - Tesla Destination",-77.223696,38.924353,1700 Tysons Blvd
Hilton McLean Tysons Corner - Tesla Destination,-77.217191,38.926702,7920 Jones Branch Dr
Primland - Tesla Destination,-80.355422,36.687822,2000 Busted Rock Rd
50 West Vineyards - Tesla Destination,-77.658297,38.981206,39060 John Mosby Hwy
Salamander Resort & Spa - Tesla Destination,-77.743036,38.97445,500 N Pendleton St
Independence Golf Club - Tesla Destination,-77.683403,37.54305,600 Founders Bridge Blvd
James Madison's Montpelier - Tesla Destination,-78.171122,38.217746,11350 Constitution Hwy
Shenvalee Golf Resort - Tesla Destination,-78.673606,38.639947,9660 Fairway Dr
"Holiday Inn Express & Suites, Newport News - Tesla Destination",-76.45919,37.09369,943 J Clyde Morris Blvd
Press 626 - Tesla Destination,-76.299592,36.860566,626 W Olney Rd
"The Inn at Onancock, a Select Registry Property - Tesla Destination",-75.747375,37.713928,30 North St
Shrine Mont - Tesla Destination,-78.816614,38.795385,217 Shrine Mont Cir
"Inn at Riverbend, a Select Registry Property - Tesla Destination",-80.686128,37.31963,125  River Ridge Dr
The Commodore Theatre - Tesla Destination,-76.301819,36.835007,421 High St
The Mermaids' Porch Bed and Breakfast - Tesla Destination,-76.302322,36.838165,497 North St
The Mermaids Porch Bed and Breakfast - Tesla Destination,-76.302322,36.838165,497 North St
Sunset Hills Vineyard - Tesla Destination,-77.678116,39.180101,38295 Fremont Overlook Ln
Steeles Tavern Manor and Alpine Hideaway Cabins - Tesla Destination,-79.204304,37.923765,8400 N Lee Hwy
Walden Hall - Tesla Destination,-78.128549,38.459873,17440 True Blue Ln
Pupatella - Tesla Destination,-77.456355,37.546408,1 N Morris St
The Jefferson Hotel - Tesla Destination,-77.445303,37.544282,101 W Franklin St
Providence Golf Club - Tesla Destination,-77.555544,37.481566,1160 S Providence Rd
Hilton Richmond Hotel & Spa/Short Pump - Tesla Destination,-77.630548,37.657854,12042 W Broad St
Wingate by Wyndham Richmond Short Pump - Tesla Destination,-77.630963,37.661046,13991 N Gayton Rd
Richmond Main Street Station - Tesla Destination,-77.428959,37.53505,1500 E Main St
Quirk Hotel - Tesla Destination,-77.444085,37.5465,201 West Broad St
Graduate Richmond - Tesla Destination,-77.446262,37.545335,301 W Franklin St
Hyatt Place Richmond Airport - Tesla Destination,-77.358923,37.530142,4401 S Laburnum Ave
Hilton Richmond Downtown - Tesla Destination,-77.437449,37.542213,501 E Broad St
Triple Crossing Brewing - Fulton - Tesla Destination,-77.406618,37.51252,5203 Hatcher St
Crowne Plaza Richmond Downtown - Tesla Destination,-77.440932,37.538073,555 E Canal St
The Westin Richmond - Tesla Destination,-77.517395,37.604492,6631 W Broad St
Homewood Suites by Hilton Richmond-Downtown - Tesla Destination,-77.437601,37.539371,700 E Main St
Quality Inn West End - Tesla Destination,-77.528225,37.62627,8008 W Broad St
"Country Inn & Suites By Carlson, Richmond W I-64 - Tesla Destination",-77.529231,37.625341,8010 W Broad St
"Country Inn & Suites By Carlson, Roanoke, VA - Tesla Destination",-79.956481,37.354919,7860 Plantation Rd
Holiday Inn Express Roanoke - Civic Center - Tesla Destination,-79.941017,37.281965,815 Gainsboro Rd NW
Hotel Roanoke and Conference Center - Tesla Destination,-79.943717,37.273376,110 Shenandoah Ave NW
Claiborne House Bed & Breakfast - Tesla Destination,-79.889374,36.999825,185 Claiborne Ave
Hampton Inn Salem East-Electric Road - Tesla Destination,-80.032974,37.265455,1886 Electric Rd
Smithfield Station - Tesla Destination,-76.622701,36.98247,415 S Church St
Oak Grove Plantation Bed and Breakfast - Tesla Destination,-78.93092,36.607679,1245 Cluster Springs Rd
Sleep Inn Staunton - Tesla Destination,-79.030807,38.125164,222 Jefferson Hwy
Berkeley House Bed and Breakfast - Tesla Destination,-79.068349,38.150841,303 Berkeley Pl
Best Western Staunton Inn - Tesla Destination,-79.034782,38.126007,92 Rowe Rd
Hampton Inn Stony Creek/Petersburg Area - Tesla Destination,-77.393329,36.975097,10476 Blue Star Hwy
Front Porch Market & Grill - Tesla Destination,-77.774229,38.861839,6483 Main St
Comfort Inn Troutville - Roanoke North - Tesla Destination,-79.903625,37.383483,2545 Lee Hwy
"Sugar Tree Inn, a Select Registry Property - Tesla Destination",-79.164283,37.88721,145 Lodge Trl
Four Points by Sheraton Virginia Beach Oceanfront - Tesla Destination,-75.972698,36.84135,1211 Atlantic Ave
Wasserhund Brewing Company - Tesla Destination,-76.027431,36.849143,1805 Laskin Rd
Il Gardino - Tesla Destination,-76.071835,36.904634,2105 W Great Neck Rd
PRESS wine bar - Tesla Destination,-76.074183,36.911176,2301 Red Tide Rd
"Beach Spa Bed & Breakfast,a Select Registry Property - Tesla Destination",-75.979755,36.852661,2420  Arctic Ave
First Landing State Park - Tesla Destination,-76.055714,36.916519,2500 Shore Dr
Il Giardino Ristorante - Tesla Destination,-76.072211,36.761348,2500 Tournament Dr
Hyatt House Virginia Beach Oceanfront - Tesla Destination,-75.97687,36.855879,2705 Atlantic Ave
Atrium Resort - Tesla Destination,-75.978019,36.849149,315 21st St
The Cavalier Virginia Beach - Tesla Destination,-75.983505,36.869203,4200 Atlantic Ave
Mermaid Winery - Tesla Destination,-76.123042,36.904511,4401 Shore Dr
Pembroke Mall - Tesla Destination,-76.133397,36.843811,4554 Virginia Beach Blvd
Founders Inn and Spa - Tesla Destination,-76.190285,36.802986,5641 Indian River Rd
CROC'S 19th Street Bistro - Tesla Destination,-75.983011,36.845573,620 19th St
CROCS 19th Street Bistro - Tesla Destination,-75.983011,36.845573,620 19th St
Il Giardino Ristorante - Tesla Destination,-75.972681,36.838263,910 Atlantic Ave
Poplar Springs Inn & Spa - Tesla Destination,-77.712871,38.651534,5025 Casanova Rd
Foster Harris House - Tesla Destination,-78.160941,38.710473,189 Main St
The Inn at Little Washington - Tesla Destination,-78.1597,38.7135,309 Middle St
Iris Inn Bed & Breakfast - Tesla Destination,-78.904554,38.042875,191 Chinquapin Dr
New Quarter Park - Tesla Destination,-76.644064,37.291553,1000 Lakeshead Dr
DoubleTree by Hilton Williamsburg - Tesla Destination,-76.659244,37.242105,50 Kingsmill Rd
Riverwalk Landing Parking Deck - Tesla Destination,-76.508866,37.23833,330 Water St
Twin Farms - Tesla Destination,-72.589744,43.725257,452 Royalton Turnpike
Maple Leaf Inn - Tesla Destination,-72.61577536,43.72466534,5890 VT Rte 12
Hotel Vermont - Tesla Destination,-73.21756,44.478337,41 Cherry St
Mountain Top Inn & Resort - Tesla Destination,-72.93785,43.729854,195 Mountain Top Rd
"Deerhill Inn, a Select Registry Property - Tesla Destination",-72.849006,42.939525,14 Valley View Rd
Mount Snow (Sundance Base Lodge) - Tesla Destination,-72.892181,42.964996,289 Handle Rd
Grafton Inn - Tesla Destination,-72.6091,43.172561,92 Main St
Jay Peak Resort - Tesla Destination,-72.500135,44.937225,830 Jay Peak Rd
Killington Ski Resort (Skyeship) - Tesla Destination,-72.756156,43.613951,5751 US-4
Killington Ski Resort (Pico Mountain) - Tesla Destination,-72.8431675,43.6624734,7373 Alpine Dr
Hideaway Chalet Killington Ski - Tesla Destination,-72.790207,43.657482,998 Killington Rd
Okemo Mountain Resort - Tesla Destination,-72.71463,43.420749,1524 Okemo Ridge Rd
"The Inn at Manchester, a Select Registry Property - Tesla Destination",-73.069046,43.167137,3967 Main St
Marble Works Partnership - Tesla Destination,-73.16864,44.014739,228 Maple St
"Swift House Inn, a Select Registry Property - Tesla Destination",-73.165229,44.018421,25 Stewart Ln
Four Columns and Artisan Restaurant - Tesla Destination,-72.656822,42.986499,21 West St
Johnny Seesaw's - Tesla Destination,-72.925323,43.216625,3574 VT-11
Johnny Seesaws - Tesla Destination,-72.925323,43.216625,3574 VT-11
Jake's Quechee Market - Tesla Destination,-72.42451944,43.64479432,7161 Woodstock Rd
Inn at Johnnycake Flats - Tesla Destination,-72.746215,44.073711,47 Carrie Howe Rd
Stowe Mountain Lodge - Tesla Destination,-72.781145,44.530125,7412 Mountain Rd
Windham Hill Inn - Tesla Destination,-72.703605,43.09962,311 Lawrence Dr
Basin Harbor - Tesla Destination,-73.361825,44.197148,4800 Basin Harbor Rd
Mountain View Inn - Tesla Destination,-72.878311,44.186954,1912 Millbrook Rd
Clay Brook Hotel & Residences at Sugarbush Resort - Tesla Destination,-72.894632,44.136264,102 Forest Dr
Sugarbush Resort - Tesla Destination,-72.879295,44.145717,1840 Sugarbush Access Rd
Hermitage Club at Haystack Mountain - Tesla Destination,-72.894928,42.923118,183 Gatehouse Trl
Woodstock Inn and Resort - Tesla Destination,-72.519319,43.623951,14 The Green
Deer Brook Inn - Tesla Destination,-72.600724,43.596686,4548 W Woodstock Rd
Woodstock Park and Ride - Tesla Destination,-72.509662,43.626916,56 Pleasant St
Angel of the Winds Casino - Tesla Destination,-122.185718,48.214506,3438 Stoluckquamish Ln
Alexander's Lodge & Restaurant - Tesla Destination,-121.93684,46.751481,37515 SR 706 E
Alexanders Lodge & Restaurant - Tesla Destination,-121.93684,46.751481,37515 SR 706 E
Courtyard by Marriott Seattle Bellevue/Downtown - Tesla Destination,-122.193105,47.617665,11010 NE 8th St
Marriott Bellevue - Tesla Destination,-122.192893,47.61273,200 110th Ave
Marriott AC Bellevue - Tesla Destination,-122.198017,47.612127,208 106th Pl NE
Hilton Bellevue - Tesla Destination,-122.190562,47.607119,300 112th Ave SE
Hotel Bellwether - Tesla Destination,-122.497055,48.754134,1 Bellwether Way
Best Western Plus Heritage Inn - Tesla Destination,-122.484001,48.783141,151 McLeod Rd
Oxford Suites Bellingham - Tesla Destination,-122.487733,48.788433,4051  Meridian St
Hamilton Cellars - Tesla Destination,-119.451533,46.293791,55410 N Sunset Rd
Semiahmoo Resort & Spa - Tesla Destination,-122.774463,48.990492,9565 Semiahmoo Pkwy
Carson Ridge Luxury Cabins - Tesla Destination,-121.821302,45.729351,1261 Wind River Rd
Hotel Cathlamet - Tesla Destination,-123.3842,46.20249,69 Main St
Fielding Hills Winery - Tesla Destination,-120.098116,47.842235,565 S Lakeshore Dr
Suncadia Resort - Tesla Destination,-121.019582,47.208469,3600 Suncadia Trl
The Four Points by Sheraton Seattle Airport South - Tesla Destination,-122.296989,47.400631,22406 Pacific Highway S
Best Western Plus Evergreen Inn & Suites - Tesla Destination,-122.300511,47.313655,32124 25th Ave S
Quillayute River Resort - Tesla Destination,-124.544883,47.915109,473 Mora Rd
Island Athletic Club - Tesla Destination,-122.533294,48.010776,5511 S Freeland Ave
Ocean5 - Tesla Destination,-122.581125,47.306053,5268 Point Fosdick Dr NW
Best Western Wesley Inn - Tesla Destination,-122.585569,47.318297,6575 Kimball Dr
Holiday Inn Seattle-Issaquah - Tesla Destination,-122.057884,47.55146,1801 12th Ave NW
Badger Mountain Vineyard & Powers Winery - Tesla Destination,-119.287621,46.212821,1106 N Jurupa St
Hampton Inn Kennewick at Southridge - Tesla Destination,-119.189388,46.177254,3715 Plaza Wy
Saratoga Inn - Tesla Destination,-122.406285,48.039217,201 Cascade Ave
The Inn at Langley - Tesla Destination,-122.41057,48.041286,400 1st St.
Mountain Springs Lodge - Tesla Destination,-120.647931,47.767847,19115 Chiwawa Loop Rd
Sleeping Lady Mountain Resort - Tesla Destination,-120.683708,47.552479,7375 Icicle Rd
Alta Cellars - Tesla Destination,-120.162695,47.886161,135 Wapato Wy
Hard Row to Hoe Vineyards - Tesla Destination,-120.131355,47.895355,300 Ivan Morse Rd
Moonstone Beach Motel - Tesla Destination,-124.217009,47.24085,4849 Pacific Ave
Fairfield Inn & Suites by Marriott Moses Lake - Tesla Destination,-119.251047,47.103231,2380 S Maiers Rd
Adytum Sanctuary - Tesla Destination,-122.510619,46.544781,186 Skyview Dr
Hobuck Beach  Resort - Tesla Destination,-124.6635398,48.34003708,2726 Makah Passage
Hobuck Beach Resort  RV Camping - Tesla Destination,-124.6597789,48.33322634,3346 Makah Passage
Swantown Inn & Spa - Tesla Destination,-122.882307,47.039005,1431 11th Ave SE
Hotel RL by Red Lion - Tesla Destination,-122.913355,47.027314,2300 Evergreen Park Dr SW
Veranda Beach Resort - Tesla Destination,-119.42111,48.98807,299 Eastlake Rd
Red Lion Hotel Pasco - Tesla Destination,-119.116704,46.250777,2525 North 20th Ave
Camaraderie Cellars - Tesla Destination,-123.477344,48.100859,334 Benson Rd
Colette's Bed and Breakfast - Tesla Destination,-123.26831,48.115112,339 Finn Hall Rd
Colettes Bed and Breakfast - Tesla Destination,-123.26831,48.115112,339 Finn Hall Rd
"George Washington Inn, a Select Registry Property - Tesla Destination",-123.255463,48.114711,939 Finn Hall Rd
Holiday Inn Express Pullman - Tesla Destination,-117.165781,46.716046,1190 SE Bishop Blvd
